"foldChange","dispersion","u","fdr","power","m","m1","X1","X2"
8,0.5,1,0.1,0.9,10000,1500,7,0.089
8,0.5,1,0.1,0.9,10000,3000,6,0.085
8,0.5,1,0.1,0.9,30000,100,11,0.112
8,0.5,1,0.1,0.9,30000,500,9,0.0919999999999996
8,0.5,1,0.1,0.9,30000,1500,8,0.0910000000000002
8,0.5,1,0.1,0.9,30000,3000,7,0.0880000000000001
8,0.5,5,0.01,0.8,10000,100,7,1.04
8,0.5,5,0.01,0.8,10000,500,6,0.996
8,0.5,5,0.01,0.8,10000,1500,5,0.875
8,0.5,5,0.01,0.8,10000,3000,5,0.847
8,0.5,5,0.01,0.8,30000,100,8,1.002
8,0.5,5,0.01,0.8,30000,500,7,0.963
8,0.5,5,0.01,0.8,30000,1500,6,0.973
8,0.5,5,0.01,0.8,30000,3000,6,1.031
8,0.5,5,0.01,0.9,10000,100,8,1.021
8,0.5,5,0.01,0.9,10000,500,7,1.001
8,0.5,5,0.01,0.9,10000,1500,6,1.013
8,0.5,5,0.01,0.9,10000,3000,6,1.001
8,0.5,5,0.01,0.9,30000,100,9,1.02
8,0.5,5,0.01,0.9,30000,500,8,1.032
8,0.5,5,0.01,0.9,30000,1500,7,0.998000000000001
8,0.5,5,0.01,0.9,30000,3000,7,0.995000000000001
8,0.5,5,0.05,0.8,10000,100,6,0.998999999999999
8,0.5,5,0.05,0.8,10000,500,5,0.887
8,0.5,5,0.05,0.8,10000,1500,4,0.864999999999998
8,0.5,5,0.05,0.8,10000,3000,4,0.869
8,0.5,5,0.05,0.8,30000,100,7,0.997
8,0.5,5,0.05,0.8,30000,500,6,1.021
8,0.5,5,0.05,0.8,30000,1500,5,0.879000000000001
8,0.5,5,0.05,0.8,30000,3000,5,0.869
8,0.5,5,0.05,0.9,10000,100,7,1.002
8,0.5,5,0.05,0.9,10000,500,6,0.983000000000001
8,0.5,5,0.05,0.9,10000,1500,5,0.870999999999999
8,0.5,5,0.05,0.9,10000,3000,4,1.47
8,0.5,5,0.05,0.9,30000,100,8,1.109
8,0.5,5,0.05,0.9,30000,500,7,1.118
8,0.5,5,0.05,0.9,30000,1500,6,1.032
8,0.5,5,0.05,0.9,30000,3000,5,0.899
8,0.5,5,0.1,0.8,10000,100,6,1.105
8,0.5,5,0.1,0.8,10000,500,5,0.923999999999999
8,0.5,5,0.1,0.8,10000,1500,4,0.923999999999999
8,0.5,5,0.1,0.8,10000,3000,3,0.893000000000001
8,0.5,5,0.1,0.8,30000,100,6,1.014
8,0.5,5,0.1,0.8,30000,500,5,0.918999999999999
8,0.5,5,0.1,0.8,30000,1500,5,0.912000000000001
8,0.5,5,0.1,0.8,30000,3000,4,0.951999999999999
8,0.5,5,0.1,0.9,10000,100,7,1.052
8,0.5,5,0.1,0.9,10000,500,5,0.921999999999999
8,0.5,5,0.1,0.9,10000,1500,4,0.926
8,0.5,5,0.1,0.9,10000,3000,4,0.949000000000002
8,0.5,5,0.1,0.9,30000,100,8,1.08
8,0.5,5,0.1,0.9,30000,500,6,1.065
8,0.5,5,0.1,0.9,30000,1500,5,0.909000000000002
8,0.5,5,0.1,0.9,30000,3000,5,0.914999999999999
8,0.5,10,0.01,0.8,10000,100,7,3.53
8,0.5,10,0.01,0.8,10000,500,6,3.362
8,0.5,10,0.01,0.8,10000,1500,5,2.887
8,0.5,10,0.01,0.8,10000,3000,4,2.902
8,0.5,10,0.01,0.8,30000,100,8,3.372
8,0.5,10,0.01,0.8,30000,500,7,3.344
8,0.5,10,0.01,0.8,30000,1500,6,3.318
8,0.5,10,0.01,0.8,30000,3000,5,2.799
8,0.5,10,0.01,0.9,10000,100,8,3.268
8,0.5,10,0.01,0.9,10000,500,7,3.231
8,0.5,10,0.01,0.9,10000,1500,6,3.189
8,0.5,10,0.01,0.9,10000,3000,5,2.765
8,0.5,10,0.01,0.9,30000,100,9,3.276
8,0.5,10,0.01,0.9,30000,500,8,3.378
8,0.5,10,0.01,0.9,30000,1500,7,3.25799999999999
8,0.5,10,0.01,0.9,30000,3000,6,3.13
8,0.5,10,0.05,0.8,10000,100,6,3.253
8,0.5,10,0.05,0.8,10000,500,5,2.846
8,0.5,10,0.05,0.8,10000,1500,4,2.73
8,0.5,10,0.05,0.8,10000,3000,3,2.61199999999999
8,0.5,10,0.05,0.8,30000,100,7,3.22800000000001
8,0.5,10,0.05,0.8,30000,500,6,3.149
8,0.5,10,0.05,0.8,30000,1500,5,2.792
8,0.5,10,0.05,0.8,30000,3000,4,2.741
8,0.5,10,0.05,0.9,10000,100,7,4.538
8,0.5,10,0.05,0.9,10000,500,6,3.343
8,0.5,10,0.05,0.9,10000,1500,5,2.954
8,0.5,10,0.05,0.9,10000,3000,4,2.868
8,0.5,10,0.05,0.9,30000,100,8,3.56
8,0.5,10,0.05,0.9,30000,500,6,3.417
8,0.5,10,0.05,0.9,30000,1500,6,3.265
8,0.5,10,0.05,0.9,30000,3000,5,2.891
8,0.5,10,0.1,0.8,10000,100,5,2.957
8,0.5,10,0.1,0.8,10000,500,4,2.951
8,0.5,10,0.1,0.8,10000,1500,4,2.878
8,0.5,10,0.1,0.8,10000,3000,3,2.79
8,0.5,10,0.1,0.8,30000,100,6,3.256
8,0.5,10,0.1,0.8,30000,500,5,2.91400000000001
8,0.5,10,0.1,0.8,30000,1500,4,2.911
8,0.5,10,0.1,0.8,30000,3000,4,2.89
8,0.5,10,0.1,0.9,10000,100,6,3.294
8,0.5,10,0.1,0.9,10000,500,5,2.879
8,0.5,10,0.1,0.9,10000,1500,4,2.908
8,0.5,10,0.1,0.9,10000,3000,4,2.844
8,0.5,10,0.1,0.9,30000,100,7,3.296
8,0.5,10,0.1,0.9,30000,500,6,3.3
8,0.5,10,0.1,0.9,30000,1500,5,2.877
8,0.5,10,0.1,0.9,30000,3000,5,2.90199999999999
8,0.5,20,0.01,0.8,10000,100,7,12.036
8,0.5,20,0.01,0.8,10000,500,6,11.674
8,0.5,20,0.01,0.8,10000,1500,5,10.061
8,0.5,20,0.01,0.8,10000,3000,4,10.101
8,0.5,20,0.01,0.8,30000,100,7,11.63
8,0.5,20,0.01,0.8,30000,500,6,11.461
8,0.5,20,0.01,0.8,30000,1500,6,11.662
8,0.5,20,0.01,0.8,30000,3000,5,10.19
8,0.5,20,0.01,0.9,10000,100,8,12.251
8,0.5,20,0.01,0.9,10000,500,7,11.468
8,0.5,20,0.01,0.9,10000,1500,6,11.516
8,0.5,20,0.01,0.9,10000,3000,5,10.004
8,0.5,20,0.01,0.9,30000,100,8,12.29
8,0.5,20,0.01,0.9,30000,500,7,11.525
8,0.5,20,0.01,0.9,30000,1500,7,11.399
8,0.5,20,0.01,0.9,30000,3000,6,11.377
8,0.5,20,0.05,0.8,10000,100,6,11.531
8,0.5,20,0.05,0.8,10000,500,5,9.96400000000002
8,0.5,20,0.05,0.8,10000,1500,4,10.023
8,0.5,20,0.05,0.8,10000,3000,3,9.53800000000001
8,0.5,20,0.05,0.8,30000,100,6,11.414
8,0.5,20,0.05,0.8,30000,500,5,11.606
8,0.5,20,0.05,0.8,30000,1500,5,10.347
8,0.5,20,0.05,0.8,30000,3000,4,10.33
8,0.5,20,0.05,0.9,10000,100,7,11.746
8,0.5,20,0.05,0.9,10000,500,5,10.348
8,0.5,20,0.05,0.9,10000,1500,5,10.353
8,0.5,20,0.05,0.9,10000,3000,4,10.265
8,0.5,20,0.05,0.9,30000,100,7,11.936
8,0.5,20,0.05,0.9,30000,500,6,11.71
8,0.5,20,0.05,0.9,30000,1500,5,10.298
8,0.5,20,0.05,0.9,30000,3000,5,10.279
8,0.5,20,0.1,0.8,10000,100,5,10.464
8,0.5,20,0.1,0.8,10000,500,4,10.222
8,0.5,20,0.1,0.8,10000,1500,3,9.791
8,0.5,20,0.1,0.8,10000,3000,3,9.814
8,0.5,20,0.1,0.8,30000,100,6,11.932
8,0.5,20,0.1,0.8,30000,500,5,10.468
8,0.5,20,0.1,0.8,30000,1500,4,10.238
8,0.5,20,0.1,0.8,30000,3000,4,10.242
8,0.5,20,0.1,0.9,10000,100,6,11.657
8,0.5,20,0.1,0.9,10000,500,5,10.29
8,0.5,20,0.1,0.9,10000,1500,4,10.317
8,0.5,20,0.1,0.9,10000,3000,3,9.92099999999999
8,0.5,20,0.1,0.9,30000,100,7,11.681
8,0.5,20,0.1,0.9,30000,500,6,11.677
8,0.5,20,0.1,0.9,30000,1500,5,10.268
8,0.5,20,0.1,0.9,30000,3000,4,10.21
8,0.5,40,0.01,0.8,10000,100,7,43.443
8,0.5,40,0.01,0.8,10000,500,6,42.206
8,0.5,40,0.01,0.8,10000,1500,5,36.77
8,0.5,40,0.01,0.8,10000,3000,4,36.0509999999999
8,0.5,40,0.01,0.8,30000,100,7,43.028
8,0.5,40,0.01,0.8,30000,500,6,41.8089999999999
8,0.5,40,0.01,0.8,30000,1500,6,42.8369999999999
8,0.5,40,0.01,0.8,30000,3000,5,37.428
8,0.5,40,0.01,0.9,10000,100,8,43.9740000000001
8,0.5,40,0.01,0.9,10000,500,6,41.995
8,0.5,40,0.01,0.9,10000,1500,6,41.587
8,0.5,40,0.01,0.9,10000,3000,5,36.4929999999999
8,0.5,40,0.01,0.9,30000,100,8,45.6450000000001
8,0.5,40,0.01,0.9,30000,500,7,41.0719999999999
8,0.5,40,0.01,0.9,30000,1500,6,42.077
8,0.5,40,0.01,0.9,30000,3000,6,41.437
8,0.5,40,0.05,0.8,10000,100,6,41.77
8,0.5,40,0.05,0.8,10000,500,5,36.7279999999999
8,0.5,40,0.05,0.8,10000,1500,4,40.314
8,0.5,40,0.05,0.8,10000,3000,3,36.379
8,0.5,40,0.05,0.8,30000,100,6,43.862
8,0.5,40,0.05,0.8,30000,500,5,38.133
8,0.5,40,0.05,0.8,30000,1500,5,37.757
8,0.5,40,0.05,0.8,30000,3000,4,37.757
8,0.5,40,0.05,0.9,10000,100,6,43.496
8,0.5,40,0.05,0.9,10000,500,5,37.615
8,0.5,40,0.05,0.9,10000,1500,4,36.874
8,0.5,40,0.05,0.9,10000,3000,4,36.736
8,0.5,40,0.05,0.9,30000,100,7,40.936
8,0.5,40,0.05,0.9,30000,500,6,41.133
8,0.5,40,0.05,0.9,30000,1500,5,35.912
8,0.5,40,0.05,0.9,30000,3000,5,35.692
8,0.5,40,0.1,0.8,10000,100,5,37.663
8,0.5,40,0.1,0.8,10000,500,4,35.799
8,0.5,40,0.1,0.8,10000,1500,3,34.347
8,0.5,40,0.1,0.8,10000,3000,3,34.525
8,0.5,40,0.1,0.8,30000,100,6,40.929
8,0.5,40,0.1,0.8,30000,500,5,36.13
8,0.5,40,0.1,0.8,30000,1500,4,35.794
8,0.5,40,0.1,0.8,30000,3000,4,35.787
8,0.5,40,0.1,0.9,10000,100,6,40.5960000000001
8,0.5,40,0.1,0.9,10000,500,5,35.9049999999999
8,0.5,40,0.1,0.9,10000,1500,4,35.738
8,0.5,40,0.1,0.9,10000,3000,3,34.3779999999999
8,0.5,40,0.1,0.9,30000,100,7,41.351
8,0.5,40,0.1,0.9,30000,500,6,41.566
8,0.5,40,0.1,0.9,30000,1500,5,36.2989999999999
8,0.5,40,0.1,0.9,30000,3000,4,36.0200000000002
8,1,1,0.01,0.8,10000,100,17,0.173000000000002
8,1,1,0.01,0.8,10000,500,14,0.167999999999893
8,1,1,0.01,0.8,10000,1500,12,0.150000000000091
8,1,1,0.01,0.8,10000,3000,11,0.144999999999982
8,1,1,0.01,0.8,30000,100,19,0.309999999999945
8,1,1,0.01,0.8,30000,500,16,0.164999999999964
8,1,1,0.01,0.8,30000,1500,14,0.163000000000011
8,1,1,0.01,0.8,30000,3000,13,0.147000000000162
8,1,1,0.01,0.9,10000,100,20,0.313999999999851
8,1,1,0.01,0.9,10000,500,17,0.163000000000011
8,1,1,0.01,0.9,10000,1500,14,0.161000000000058
8,1,1,0.01,0.9,10000,3000,13,0.144999999999982
8,1,1,0.01,0.9,30000,100,21,0.319999999999936
8,1,1,0.01,0.9,30000,500,19,0.317000000000007
8,1,1,0.01,0.9,30000,1500,17,0.170000000000073
8,1,1,0.01,0.9,30000,3000,15,0.468
8,1,1,0.05,0.8,10000,100,14,0.384
8,1,1,0.05,0.8,10000,500,12,0.264
8,1,1,0.05,0.8,10000,1500,10,0.227
8,1,1,0.05,0.8,10000,3000,8,0.189
8,1,1,0.05,0.8,30000,100,16,0.277
8,1,1,0.05,0.8,30000,500,13,0.244
8,1,1,0.05,0.8,30000,1500,12,0.231
8,1,1,0.05,0.8,30000,3000,10,0.192
8,1,1,0.05,0.9,10000,100,17,0.187
8,1,1,0.05,0.9,10000,500,14,0.18
8,1,1,0.05,0.9,10000,1500,12,0.165
8,1,1,0.05,0.9,10000,3000,10,0.163
8,1,1,0.05,0.9,30000,100,19,0.349
8,1,1,0.05,0.9,30000,500,16,0.189
8,1,1,0.05,0.9,30000,1500,14,0.196
8,1,1,0.05,0.9,30000,3000,12,0.162
8,1,1,0.1,0.8,10000,100,13,0.17
8,1,1,0.1,0.8,10000,500,10,0.158
8,1,1,0.1,0.8,10000,1500,8,0.132
8,1,1,0.1,0.8,10000,3000,7,0.129
8,1,1,0.1,0.8,30000,100,15,0.181
8,1,1,0.1,0.8,30000,500,12,0.166
8,1,1,0.1,0.8,30000,1500,10,0.16
8,1,1,0.1,0.8,30000,3000,9,0.133
8,1,1,0.1,0.9,10000,100,15,0.196
8,1,1,0.1,0.9,10000,500,12,0.162
8,1,1,0.1,0.9,10000,1500,10,0.156
8,1,1,0.1,0.9,10000,3000,8,0.134
8,1,1,0.1,0.9,30000,100,17,0.183
8,1,1,0.1,0.9,30000,500,14,0.175
8,1,1,0.1,0.9,30000,1500,12,0.163
8,1,1,0.1,0.9,30000,3000,11,0.16
8,1,5,0.01,0.8,10000,100,13,2.338
8,1,5,0.01,0.8,10000,500,11,2.138
8,1,5,0.01,0.8,10000,1500,10,2.108
8,1,5,0.01,0.8,10000,3000,8,1.693
8,1,5,0.01,0.8,30000,100,15,2.415
8,1,5,0.01,0.8,30000,500,13,2.251
8,1,5,0.01,0.8,30000,1500,11,2.132
8,1,5,0.01,0.8,30000,3000,10,2.158
8,1,5,0.01,0.9,10000,100,15,2.412
8,1,5,0.01,0.9,10000,500,13,2.198
8,1,5,0.01,0.9,10000,1500,11,2.151
8,1,5,0.01,0.9,10000,3000,10,2.149
8,1,5,0.01,0.9,30000,100,17,3.142
8,1,5,0.01,0.9,30000,500,15,2.445
8,1,5,0.01,0.9,30000,1500,13,2.23
8,1,5,0.01,0.9,30000,3000,12,2.129
8,1,5,0.05,0.8,10000,100,11,2.123
8,1,5,0.05,0.8,10000,500,9,1.666
8,1,5,0.05,0.8,10000,1500,7,1.582
8,1,5,0.05,0.8,10000,3000,6,1.569
8,1,5,0.05,0.8,30000,100,13,2.128
8,1,5,0.05,0.8,30000,500,11,2.153
8,1,5,0.05,0.8,30000,1500,9,1.723
8,1,5,0.05,0.8,30000,3000,8,1.648
8,1,5,0.05,0.9,10000,100,13,2.183
8,1,5,0.05,0.9,10000,500,11,2.236
8,1,5,0.05,0.9,10000,1500,9,1.722
8,1,5,0.05,0.9,10000,3000,8,1.706
8,1,5,0.05,0.9,30000,100,15,2.38600000000001
8,1,5,0.05,0.9,30000,500,12,2.146
8,1,5,0.05,0.9,30000,1500,11,2.118
8,1,5,0.05,0.9,30000,3000,10,2.14
8,1,5,0.1,0.8,10000,100,10,2.105
8,1,5,0.1,0.8,10000,500,8,1.65799999999999
8,1,5,0.1,0.8,10000,1500,7,1.58500000000001
8,1,5,0.1,0.8,10000,3000,5,1.334
8,1,5,0.1,0.8,30000,100,12,2.083
8,1,5,0.1,0.8,30000,500,10,2.035
8,1,5,0.1,0.8,30000,1500,8,1.60599999999999
8,1,5,0.1,0.8,30000,3000,7,1.64700000000001
8,1,5,0.1,0.9,10000,100,12,2.129
8,1,5,0.1,0.9,10000,500,10,2.07
8,1,5,0.1,0.9,10000,1500,8,1.662
8,1,5,0.1,0.9,10000,3000,7,1.562
8,1,5,0.1,0.9,30000,100,14,2.386
8,1,5,0.1,0.9,30000,500,11,2.101
8,1,5,0.1,0.9,30000,1500,10,2.052
8,1,5,0.1,0.9,30000,3000,9,1.774
8,1,10,0.01,0.8,10000,100,13,7.466
8,1,10,0.01,0.8,10000,500,11,6.877
8,1,10,0.01,0.8,10000,1500,9,5.289
8,1,10,0.01,0.8,10000,3000,8,5.243
8,1,10,0.01,0.8,30000,100,14,7.996
8,1,10,0.01,0.8,30000,500,12,7.108
8,1,10,0.01,0.8,30000,1500,11,6.912
8,1,10,0.01,0.8,30000,3000,10,6.97200000000001
8,1,10,0.01,0.9,10000,100,15,8.072
8,1,10,0.01,0.9,10000,500,13,8.063
8,1,10,0.01,0.9,10000,1500,11,7.039
8,1,10,0.01,0.9,10000,3000,10,7.143
8,1,10,0.01,0.9,30000,100,16,8.533
8,1,10,0.01,0.9,30000,500,14,8.019
8,1,10,0.01,0.9,30000,1500,13,7.165
8,1,10,0.01,0.9,30000,3000,12,7.18800000000001
8,1,10,0.05,0.8,10000,100,11,6.92
8,1,10,0.05,0.8,10000,500,9,5.39299999999999
8,1,10,0.05,0.8,10000,1500,7,5.155
8,1,10,0.05,0.8,10000,3000,6,5.10200000000001
8,1,10,0.05,0.8,30000,100,12,7.14099999999999
8,1,10,0.05,0.8,30000,500,10,7.24
8,1,10,0.05,0.8,30000,1500,9,5.424
8,1,10,0.05,0.8,30000,3000,8,5.614
8,1,10,0.05,0.9,10000,100,13,7.112
8,1,10,0.05,0.9,10000,500,10,6.894
8,1,10,0.05,0.9,10000,1500,9,5.558
8,1,10,0.05,0.9,10000,3000,7,5.22399999999999
8,1,10,0.05,0.9,30000,100,14,7.985
8,1,10,0.05,0.9,30000,500,12,7.129
8,1,10,0.05,0.9,30000,1500,10,6.88999999999999
8,1,10,0.05,0.9,30000,3000,9,5.70400000000001
8,1,10,0.1,0.8,10000,100,10,6.86199999999999
8,1,10,0.1,0.8,10000,500,8,5.62199999999999
8,1,10,0.1,0.8,10000,1500,6,5.13500000000002
8,1,10,0.1,0.8,10000,3000,5,4.591
8,1,10,0.1,0.8,30000,100,11,6.91199999999998
8,1,10,0.1,0.8,30000,500,9,5.34500000000002
8,1,10,0.1,0.8,30000,1500,8,5.54899999999998
8,1,10,0.1,0.8,30000,3000,7,5.34200000000001
8,1,10,0.1,0.9,10000,100,12,7.113
8,1,10,0.1,0.9,10000,500,9,5.67999999999999
8,1,10,0.1,0.9,10000,1500,8,5.46500000000001
8,1,10,0.1,0.9,10000,3000,6,5.112
8,1,10,0.1,0.9,30000,100,13,7.08299999999998
8,1,10,0.1,0.9,30000,500,11,6.874
8,1,10,0.1,0.9,30000,1500,9,5.70199999999999
8,1,10,0.1,0.9,30000,3000,8,5.33300000000002
8,1,20,0.01,0.8,10000,100,13,26.013
8,1,20,0.01,0.8,10000,500,11,24.623
8,1,20,0.01,0.8,10000,1500,9,18.572
8,1,20,0.01,0.8,10000,3000,8,20.675
8,1,20,0.01,0.8,30000,100,14,27.734
8,1,20,0.01,0.8,30000,500,12,24.824
8,1,20,0.01,0.8,30000,1500,11,25.69
8,1,20,0.01,0.8,30000,3000,10,24.157
8,1,20,0.01,0.9,10000,100,15,28.27
8,1,20,0.01,0.9,10000,500,12,25.427
8,1,20,0.01,0.9,10000,1500,11,24.579
8,1,20,0.01,0.9,10000,3000,10,25.045
8,1,20,0.01,0.9,30000,100,16,29.905
8,1,20,0.01,0.9,30000,500,14,28.254
8,1,20,0.01,0.9,30000,1500,12,25.451
8,1,20,0.01,0.9,30000,3000,11,24.467
8,1,20,0.05,0.8,10000,100,11,24.573
8,1,20,0.05,0.8,10000,500,9,19.702
8,1,20,0.05,0.8,10000,1500,7,17.509
8,1,20,0.05,0.8,10000,3000,6,17.41
8,1,20,0.05,0.8,30000,100,12,24.971
8,1,20,0.05,0.8,30000,500,10,23.871
8,1,20,0.05,0.8,30000,1500,9,18.85
8,1,20,0.05,0.8,30000,3000,8,18.949
8,1,20,0.05,0.9,10000,100,12,24.368
8,1,20,0.05,0.9,10000,500,10,24.844
8,1,20,0.05,0.9,10000,1500,8,18.565
8,1,20,0.05,0.9,10000,3000,7,17.285
8,1,20,0.05,0.9,30000,100,14,27.026
8,1,20,0.05,0.9,30000,500,12,24.3859999999999
8,1,20,0.05,0.9,30000,1500,10,25.266
8,1,20,0.05,0.9,30000,3000,9,19.044
8,1,20,0.1,0.8,10000,100,10,23.611
8,1,20,0.1,0.8,10000,500,8,19.108
8,1,20,0.1,0.8,10000,1500,6,17.544
8,1,20,0.1,0.8,10000,3000,5,15.323
8,1,20,0.1,0.8,30000,100,11,23.368
8,1,20,0.1,0.8,30000,500,9,17.857
8,1,20,0.1,0.8,30000,1500,8,18.9610000000001
8,1,20,0.1,0.8,30000,3000,7,17.606
8,1,20,0.1,0.9,10000,100,11,23.205
8,1,20,0.1,0.9,10000,500,9,19.48
8,1,20,0.1,0.9,10000,1500,7,17.506
8,1,20,0.1,0.9,10000,3000,6,17.014
8,1,20,0.1,0.9,30000,100,13,24.119
8,1,20,0.1,0.9,30000,500,11,23.6149999999999
8,1,20,0.1,0.9,30000,1500,9,19.523
8,1,20,0.1,0.9,30000,3000,8,17.8780000000001
8,1,40,0.01,0.8,10000,100,12,91.584
8,1,40,0.01,0.8,10000,500,10,87.461
8,1,40,0.01,0.8,10000,1500,9,73.894
8,1,40,0.01,0.8,10000,3000,8,76.184
8,1,40,0.01,0.8,30000,100,14,107.346
8,1,40,0.01,0.8,30000,500,12,95.628
8,1,40,0.01,0.8,30000,1500,10,92.508
8,1,40,0.01,0.8,30000,3000,10,88.63
8,1,40,0.01,0.9,10000,100,14,102.089
8,1,40,0.01,0.9,10000,500,12,93.9310000000001
8,1,40,0.01,0.9,10000,1500,11,96.383
8,1,40,0.01,0.9,10000,3000,9,67.887
8,1,40,0.01,0.9,30000,100,16,107.172
8,1,40,0.01,0.9,30000,500,14,101.824
8,1,40,0.01,0.9,30000,1500,12,90.8239999999999
8,1,40,0.01,0.9,30000,3000,11,90.613
8,1,40,0.05,0.8,10000,100,10,87.9910000000001
8,1,40,0.05,0.8,10000,500,8,69.6819999999998
8,1,40,0.05,0.8,10000,1500,7,63.9350000000001
8,1,40,0.05,0.8,10000,3000,6,63.834
8,1,40,0.05,0.8,30000,100,12,90.851
8,1,40,0.05,0.8,30000,500,10,88.135
8,1,40,0.05,0.8,30000,1500,8,69.7510000000002
8,1,40,0.05,0.8,30000,3000,8,67.5609999999999
8,1,40,0.05,0.9,10000,100,12,92.682
8,1,40,0.05,0.9,10000,500,10,92.7919999999999
8,1,40,0.05,0.9,10000,1500,8,67.9680000000002
8,1,40,0.05,0.9,10000,3000,7,66.1759999999997
8,1,40,0.05,0.9,30000,100,14,102.41
8,1,40,0.05,0.9,30000,500,12,92.36
8,1,40,0.05,0.9,30000,1500,10,92.6510000000003
8,1,40,0.05,0.9,30000,3000,9,69.2900000000001
8,1,40,0.1,0.8,10000,100,10,88.9740000000001
8,1,40,0.1,0.8,10000,500,8,66.8160000000002
8,1,40,0.1,0.8,10000,1500,6,63.8739999999997
8,1,40,0.1,0.8,10000,3000,5,57.1450000000002
8,1,40,0.1,0.8,30000,100,11,88.774
8,1,40,0.1,0.8,30000,500,9,76.4819999999997
8,1,40,0.1,0.8,30000,1500,8,66.687
8,1,40,0.1,0.8,30000,3000,7,66.1800000000002
8,1,40,0.1,0.9,10000,100,11,89.1090000000002
8,1,40,0.1,0.9,10000,500,9,70.2309999999997
8,1,40,0.1,0.9,10000,1500,7,64.6050000000002
8,1,40,0.1,0.9,10000,3000,6,63.0199999999997
8,1,40,0.1,0.9,30000,100,13,91.308
8,1,40,0.1,0.9,30000,500,11,99.6380000000001
8,1,40,0.1,0.9,30000,1500,9,68.7260000000003
8,1,40,0.1,0.9,30000,3000,8,67.4999999999998
8,2,1,0.01,0.8,10000,100,29,0.899
8,2,1,0.01,0.8,10000,500,24,0.504
8,2,1,0.01,0.8,10000,1500,21,0.492
8,2,1,0.01,0.8,10000,3000,18,0.46
8,2,1,0.01,0.8,30000,100,32,0.622
8,2,1,0.01,0.8,30000,500,27,0.565
8,2,1,0.01,0.8,30000,1500,24,0.51
8,2,1,0.01,0.8,30000,3000,22,0.493999999999999
8,2,1,0.01,0.9,10000,100,33,0.608000000000001
8,2,1,0.01,0.9,10000,500,28,0.57
8,2,1,0.01,0.9,10000,1500,25,0.495999999999999
8,2,1,0.01,0.9,10000,3000,22,0.483
8,2,1,0.01,0.9,30000,100,37,0.941
8,2,1,0.01,0.9,30000,500,32,0.591
8,2,1,0.01,0.9,30000,1500,28,0.57
8,2,1,0.01,0.9,30000,3000,26,0.550000000000001
8,2,1,0.05,0.8,10000,100,24,0.508999999999999
8,2,1,0.05,0.8,10000,500,20,0.483000000000001
8,2,1,0.05,0.8,10000,1500,16,0.250999999999999
8,2,1,0.05,0.8,10000,3000,14,0.243
8,2,1,0.05,0.8,30000,100,27,0.555
8,2,1,0.05,0.8,30000,500,23,0.496999999999999
8,2,1,0.05,0.8,30000,1500,20,0.481
8,2,1,0.05,0.8,30000,3000,17,0.256
8,2,1,0.05,0.9,10000,100,28,0.566
8,2,1,0.05,0.9,10000,500,23,0.491
8,2,1,0.05,0.9,10000,1500,19,0.465
8,2,1,0.05,0.9,10000,3000,17,0.248999999999999
8,2,1,0.05,0.9,30000,100,32,0.59
8,2,1,0.05,0.9,30000,500,27,0.561
8,2,1,0.05,0.9,30000,1500,23,0.497
8,2,1,0.05,0.9,30000,3000,21,0.475000000000001
8,2,1,0.1,0.8,10000,100,22,0.494999999999997
8,2,1,0.1,0.8,10000,500,17,0.270000000000002
8,2,1,0.1,0.8,10000,1500,14,0.242000000000001
8,2,1,0.1,0.8,10000,3000,11,0.216999999999999
8,2,1,0.1,0.8,30000,100,25,0.492
8,2,1,0.1,0.8,30000,500,21,0.473000000000001
8,2,1,0.1,0.8,30000,1500,17,0.250999999999998
8,2,1,0.1,0.8,30000,3000,15,0.244
8,2,1,0.1,0.9,10000,100,26,0.546000000000002
8,2,1,0.1,0.9,10000,500,21,0.472000000000001
8,2,1,0.1,0.9,10000,1500,17,0.25
8,2,1,0.1,0.9,10000,3000,14,0.249000000000002
8,2,1,0.1,0.9,30000,100,29,0.560999999999999
8,2,1,0.1,0.9,30000,500,24,0.984
8,2,1,0.1,0.9,30000,1500,21,0.556
8,2,1,0.1,0.9,30000,3000,18,0.477
8,2,5,0.01,0.8,10000,100,25,8.225
8,2,5,0.01,0.8,10000,500,21,7.424
8,2,5,0.01,0.8,10000,1500,18,7.268
8,2,5,0.01,0.8,10000,3000,16,3.712
8,2,5,0.01,0.8,30000,100,28,9.37
8,2,5,0.01,0.8,30000,500,24,8.065
8,2,5,0.01,0.8,30000,1500,21,7.7
8,2,5,0.01,0.8,30000,3000,19,7.608
8,2,5,0.01,0.9,10000,100,29,9.41
8,2,5,0.01,0.9,10000,500,25,8.058
8,2,5,0.01,0.9,10000,1500,21,7.65600000000001
8,2,5,0.01,0.9,10000,3000,19,7.555
8,2,5,0.01,0.9,30000,100,32,10.016
8,2,5,0.01,0.9,30000,500,28,8.988
8,2,5,0.01,0.9,30000,1500,25,8.09099999999999
8,2,5,0.01,0.9,30000,3000,23,7.98000000000002
8,2,5,0.05,0.8,10000,100,21,7.70599999999999
8,2,5,0.05,0.8,10000,500,17,3.74599999999999
8,2,5,0.05,0.8,10000,1500,14,3.645
8,2,5,0.05,0.8,10000,3000,12,3.38
8,2,5,0.05,0.8,30000,100,24,8.344
8,2,5,0.05,0.8,30000,500,20,7.65300000000001
8,2,5,0.05,0.8,30000,1500,17,3.79800000000001
8,2,5,0.05,0.8,30000,3000,15,3.68899999999999
