"foldChange","dispersion","u","fdr","power","m","m1","X1","X2"
4,2,20,0.01,0.8,30000,1500,43,81.121
4,2,20,0.01,0.8,30000,3000,39,74.9970000000001
4,2,20,0.01,0.9,10000,100,60,130.025
4,2,20,0.01,0.9,10000,500,51,117.006
4,2,20,0.01,0.9,10000,1500,44,77.92
4,2,20,0.01,0.9,10000,3000,39,72.6599999999998
4,2,20,0.01,0.9,30000,100,66,172.513
4,2,20,0.01,0.9,30000,500,57,119.167
4,2,20,0.01,0.9,30000,1500,51,114.808
4,2,20,0.01,0.9,30000,3000,47,80.6519999999998
4,2,20,0.05,0.8,10000,100,43,77.3870000000002
4,2,20,0.05,0.8,10000,500,34,68.334
4,2,20,0.05,0.8,10000,1500,28,38.252
4,2,20,0.05,0.8,10000,3000,24,33.7840000000001
4,2,20,0.05,0.8,30000,100,49,81.3329999999998
4,2,20,0.05,0.8,30000,500,40,71.5560000000001
4,2,20,0.05,0.8,30000,1500,34,67.6390000000001
4,2,20,0.05,0.8,30000,3000,31,40.5
4,2,20,0.05,0.9,10000,100,51,114.615
4,2,20,0.05,0.9,10000,500,41,71.8399999999996
4,2,20,0.05,0.9,10000,1500,34,68.8630000000001
4,2,20,0.05,0.9,10000,3000,29,38.272
4,2,20,0.05,0.9,30000,100,57,119.738
4,2,20,0.05,0.9,30000,500,48,80.647
4,2,20,0.05,0.9,30000,1500,41,71.8820000000003
4,2,20,0.05,0.9,30000,3000,37,68.836
4,2,20,0.1,0.8,10000,100,39,70.9730000000001
4,2,20,0.1,0.8,10000,500,31,40.4259999999997
4,2,20,0.1,0.8,10000,1500,24,33.4349999999999
4,2,20,0.1,0.8,10000,3000,20,31.683
4,2,20,0.1,0.8,30000,100,45,85.63
4,2,20,0.1,0.8,30000,500,36,73.684
4,2,20,0.1,0.8,30000,1500,31,43.664
4,2,20,0.1,0.8,30000,3000,27,40.365
4,2,20,0.1,0.9,10000,100,47,85.953
4,2,20,0.1,0.9,10000,500,37,73.417
4,2,20,0.1,0.9,10000,1500,30,43.335
4,2,20,0.1,0.9,10000,3000,25,37.101
4,2,20,0.1,0.9,30000,100,53,125.392
4,2,20,0.1,0.9,30000,500,44,82.1909999999999
4,2,20,0.1,0.9,30000,1500,37,72.6070000000001
4,2,20,0.1,0.9,30000,3000,33,43.553
4,2,40,0.01,0.8,10000,100,51,462.889
4,2,40,0.01,0.8,10000,500,43,301.342
4,2,40,0.01,0.8,10000,1500,37,269.476
4,2,40,0.01,0.8,10000,3000,32,161.07
4,2,40,0.01,0.8,30000,100,57,465.108
4,2,40,0.01,0.8,30000,500,49,314.517
4,2,40,0.01,0.8,30000,1500,43,301.506
4,2,40,0.01,0.8,30000,3000,39,278.429
4,2,40,0.01,0.9,10000,100,60,491.263
4,2,40,0.01,0.9,10000,500,51,451.058
4,2,40,0.01,0.9,10000,1500,44,304.065
4,2,40,0.01,0.9,10000,3000,39,276.144
4,2,40,0.01,0.9,30000,100,66,668.346
4,2,40,0.01,0.9,30000,500,57,464.143
4,2,40,0.01,0.9,30000,1500,51,446.398
4,2,40,0.01,0.9,30000,3000,46,312.551
4,2,40,0.05,0.8,10000,100,43,299.352000000001
4,2,40,0.05,0.8,10000,500,34,265.218999999999
4,2,40,0.05,0.8,10000,1500,28,146.584000000001
4,2,40,0.05,0.8,10000,3000,23,127.442
4,2,40,0.05,0.8,30000,100,48,316.215
4,2,40,0.05,0.8,30000,500,40,282.59
4,2,40,0.05,0.8,30000,1500,34,264.395
4,2,40,0.05,0.8,30000,3000,30,155.172
4,2,40,0.05,0.9,10000,100,51,448.744999999999
4,2,40,0.05,0.9,10000,500,41,276.461000000001
4,2,40,0.05,0.9,10000,1500,34,262.577
4,2,40,0.05,0.9,10000,3000,29,147.044
4,2,40,0.05,0.9,30000,100,57,462.553000000001
4,2,40,0.05,0.9,30000,500,48,314.074
4,2,40,0.05,0.9,30000,1500,41,277.621
4,2,40,0.05,0.9,30000,3000,37,268.151
4,2,40,0.1,0.8,10000,100,39,277.742999999999
4,2,40,0.1,0.8,10000,500,30,168.31
4,2,40,0.1,0.8,10000,1500,24,136.425
4,2,40,0.1,0.8,10000,3000,19,139.646
4,2,40,0.1,0.8,30000,100,45,318.56
4,2,40,0.1,0.8,30000,500,36,280.197
4,2,40,0.1,0.8,30000,1500,30,164.362
4,2,40,0.1,0.8,30000,3000,26,147.992
4,2,40,0.1,0.9,10000,100,46,312.38
4,2,40,0.1,0.9,10000,500,37,268.112
4,2,40,0.1,0.9,10000,1500,30,155.988
4,2,40,0.1,0.9,10000,3000,25,132.803
4,2,40,0.1,0.9,30000,100,53,452.081
4,2,40,0.1,0.9,30000,500,43,299.474
4,2,40,0.1,0.9,30000,1500,37,267.384
4,2,40,0.1,0.9,30000,3000,33,160.422
4,5,1,0.01,0.8,10000,100,140,3.26800000000003
4,5,1,0.01,0.8,10000,500,117,2.60199999999986
4,5,1,0.01,0.8,10000,1500,100,2.09299999999985
4,5,1,0.01,0.8,10000,3000,87,1.66800000000012
4,5,1,0.01,0.8,30000,100,155,3.94699999999966
4,5,1,0.01,0.8,30000,500,133,3.20500000000038
4,5,1,0.01,0.8,30000,1500,117,2.63299999999981
4,5,1,0.01,0.8,30000,3000,106,2.18399999999974
4,5,1,0.01,0.9,10000,100,163,4.46399999999994
4,5,1,0.01,0.9,10000,500,138,3.23000000000002
4,5,1,0.01,0.9,10000,1500,120,2.61900000000014
4,5,1,0.01,0.9,10000,3000,106,2.13299999999981
4,5,1,0.01,0.9,30000,100,180,5.17500000000018
4,5,1,0.01,0.9,30000,500,156,3.86999999999989
4,5,1,0.01,0.9,30000,1500,138,3.24400000000014
4,5,1,0.01,0.9,30000,3000,127,2.68099999999984
4,5,1,0.05,0.8,10000,100,117,2.60100000000011
4,5,1,0.05,0.8,10000,500,94,1.73300000000017
4,5,1,0.05,0.8,10000,1500,76,1.31799999999976
4,5,1,0.05,0.8,10000,3000,64,1.04500000000007
4,5,1,0.05,0.8,30000,100,132,3.1880000000001
4,5,1,0.05,0.8,30000,500,110,2.17299999999977
4,5,1,0.05,0.8,30000,1500,94,1.74900000000025
4,5,1,0.05,0.8,30000,3000,83,1.66100000000006
4,5,1,0.05,0.9,10000,100,138,3.27799999999979
4,5,1,0.05,0.9,10000,500,113,2.20499999999993
4,5,1,0.05,0.9,10000,1500,94,1.72800000000007
4,5,1,0.05,0.9,10000,3000,79,1.35500000000002
4,5,1,0.05,0.9,30000,100,155,3.92799999999988
4,5,1,0.05,0.9,30000,500,130,3.1880000000001
4,5,1,0.05,0.9,30000,1500,113,2.923
4,5,1,0.05,0.9,30000,3000,101,2.337
4,5,1,0.1,0.8,10000,100,106,2.455
4,5,1,0.1,0.8,10000,500,83,1.826
4,5,1,0.1,0.8,10000,1500,66,1.482
4,5,1,0.1,0.8,10000,3000,53,1.059
4,5,1,0.1,0.8,30000,100,122,3.069
4,5,1,0.1,0.8,30000,500,99,2.357
4,5,1,0.1,0.8,30000,1500,83,1.793
4,5,1,0.1,0.8,30000,3000,72,1.506
4,5,1,0.1,0.9,10000,100,127,3.073
4,5,1,0.1,0.9,10000,500,101,2.328
4,5,1,0.1,0.9,10000,1500,82,1.801
4,5,1,0.1,0.9,10000,3000,67,2.258
4,5,1,0.1,0.9,30000,100,144,3.873
4,5,1,0.1,0.9,30000,500,119,2.88
4,5,1,0.1,0.9,30000,1500,101,2.26800000000001
4,5,1,0.1,0.9,30000,3000,89,1.841
4,5,5,0.01,0.8,10000,100,129,55.405
4,5,5,0.01,0.8,10000,500,108,42.942
4,5,5,0.01,0.8,10000,1500,92,33.292
4,5,5,0.01,0.8,10000,3000,80,25.893
4,5,5,0.01,0.8,30000,100,143,67.672
4,5,5,0.01,0.8,30000,500,122,53.896
4,5,5,0.01,0.8,30000,1500,108,42.869
4,5,5,0.01,0.8,30000,3000,98,41.531
4,5,5,0.01,0.9,10000,100,151,79.411
4,5,5,0.01,0.9,10000,500,127,54.071
4,5,5,0.01,0.9,10000,1500,110,45.0770000000001
4,5,5,0.01,0.9,10000,3000,97,33.653
4,5,5,0.01,0.9,30000,100,166,94.968
4,5,5,0.01,0.9,30000,500,144,67.929
4,5,5,0.01,0.9,30000,1500,127,55.291
4,5,5,0.01,0.9,30000,3000,117,53.452
4,5,5,0.05,0.8,10000,100,108,43.799
4,5,5,0.05,0.8,10000,500,86,32.834
4,5,5,0.05,0.8,10000,1500,70,25.994
4,5,5,0.05,0.8,10000,3000,59,19.9319999999999
4,5,5,0.05,0.8,30000,100,122,54.7460000000001
4,5,5,0.05,0.8,30000,500,101,42.2269999999999
4,5,5,0.05,0.8,30000,1500,86,33.1210000000001
4,5,5,0.05,0.8,30000,3000,76,25.8799999999999
4,5,5,0.05,0.9,10000,100,127,55.48
4,5,5,0.05,0.9,10000,500,104,41.6150000000001
4,5,5,0.05,0.9,10000,1500,86,32.4659999999999
4,5,5,0.05,0.9,10000,3000,73,27.305
4,5,5,0.05,0.9,30000,100,143,67.745
4,5,5,0.05,0.9,30000,500,120,52.548
4,5,5,0.05,0.9,30000,1500,104,41.673
4,5,5,0.05,0.9,30000,3000,93,33.02
4,5,5,0.1,0.8,10000,100,98,41.076
4,5,5,0.1,0.8,10000,500,76,24.996
4,5,5,0.1,0.8,10000,1500,60,18.766
4,5,5,0.1,0.8,10000,3000,49,13.579
4,5,5,0.1,0.8,30000,100,112,43.462
4,5,5,0.1,0.8,30000,500,91,32.939
4,5,5,0.1,0.8,30000,1500,76,25.116
4,5,5,0.1,0.8,30000,3000,67,25.531
4,5,5,0.1,0.9,10000,100,117,52.285
4,5,5,0.1,0.9,10000,500,93,33.06
4,5,5,0.1,0.9,10000,1500,75,25.808
4,5,5,0.1,0.9,10000,3000,62,21.452
4,5,5,0.1,0.9,30000,100,133,65.074
4,5,5,0.1,0.9,30000,500,109,42.598
4,5,5,0.1,0.9,30000,1500,93,33.467
4,5,5,0.1,0.9,30000,3000,82,32.4560000000001
4,5,10,0.01,0.8,10000,100,128,208.176
4,5,10,0.01,0.8,10000,500,106,157.863
4,5,10,0.01,0.8,10000,1500,91,121.584
4,5,10,0.01,0.8,10000,3000,79,94.754
4,5,10,0.01,0.8,30000,100,142,243.388
4,5,10,0.01,0.8,30000,500,121,191.674
4,5,10,0.01,0.8,30000,1500,106,155.343
4,5,10,0.01,0.8,30000,3000,97,122.067
4,5,10,0.01,0.9,10000,100,149,285.768
4,5,10,0.01,0.9,10000,500,126,198.138
4,5,10,0.01,0.9,10000,1500,109,156.459
4,5,10,0.01,0.9,10000,3000,96,122.069
4,5,10,0.01,0.9,30000,100,164,341.829
4,5,10,0.01,0.9,30000,500,142,241.228
4,5,10,0.01,0.9,30000,1500,126,196.888
4,5,10,0.01,0.9,30000,3000,116,192.113
4,5,10,0.05,0.8,10000,100,106,155.29
4,5,10,0.05,0.8,10000,500,85,113.543
4,5,10,0.05,0.8,10000,1500,69,91.4779999999999
4,5,10,0.05,0.8,10000,3000,58,69.9870000000004
4,5,10,0.05,0.8,30000,100,121,191.886999999999
4,5,10,0.05,0.8,30000,500,100,149.293
4,5,10,0.05,0.8,30000,1500,85,114.062
4,5,10,0.05,0.8,30000,3000,75,91.808
8,0.1,1,0.01,0.8,10000,100,6,0.209
8,0.1,1,0.01,0.8,10000,500,5,0.135
8,0.1,1,0.01,0.8,10000,1500,4,0.112
8,0.1,1,0.01,0.8,10000,3000,4,0.106
8,0.1,1,0.01,0.8,30000,100,6,0.121
8,0.1,1,0.01,0.8,30000,500,5,0.0619999999999999
8,0.1,1,0.01,0.8,30000,1500,5,0.053
8,0.1,1,0.01,0.8,30000,3000,5,0.0509999999999999
8,0.1,1,0.01,0.9,10000,100,7,0.056
8,0.1,1,0.01,0.9,10000,500,6,0.056
8,0.1,1,0.01,0.9,10000,1500,5,0.05
8,0.1,1,0.01,0.9,10000,3000,5,0.0509999999999999
8,0.1,1,0.01,0.9,30000,100,7,0.0569999999999999
8,0.1,1,0.01,0.9,30000,500,6,0.0600000000000001
8,0.1,1,0.01,0.9,30000,1500,6,0.0589999999999999
8,0.1,1,0.01,0.9,30000,3000,5,0.0510000000000002
8,0.1,1,0.05,0.8,10000,100,5,0.0509999999999997
8,0.1,1,0.05,0.8,10000,500,4,0.0510000000000002
8,0.1,1,0.05,0.8,10000,1500,3,0.0489999999999999
8,0.1,1,0.05,0.8,10000,3000,3,0.051
8,0.1,1,0.05,0.8,30000,100,5,0.05
8,0.1,1,0.05,0.8,30000,500,5,0.056
8,0.1,1,0.05,0.8,30000,1500,4,0.0489999999999999
8,0.1,1,0.05,0.8,30000,3000,4,0.0509999999999999
8,0.1,1,0.05,0.9,10000,100,6,0.0580000000000001
8,0.1,1,0.05,0.9,10000,500,5,0.0510000000000002
8,0.1,1,0.05,0.9,10000,1500,4,0.0499999999999998
8,0.1,1,0.05,0.9,10000,3000,4,0.048
8,0.1,1,0.05,0.9,30000,100,6,0.0569999999999999
8,0.1,1,0.05,0.9,30000,500,5,0.0510000000000002
8,0.1,1,0.05,0.9,30000,1500,5,0.0509999999999997
8,0.1,1,0.05,0.9,30000,3000,4,0.0500000000000003
8,0.1,1,0.1,0.8,10000,100,5,0.052
8,0.1,1,0.1,0.8,10000,500,4,0.0509999999999997
8,0.1,1,0.1,0.8,10000,1500,3,0.0500000000000003
8,0.1,1,0.1,0.8,10000,3000,3,0.0499999999999998
8,0.1,1,0.1,0.8,30000,100,5,0.0529999999999999
8,0.1,1,0.1,0.8,30000,500,4,0.052
8,0.1,1,0.1,0.8,30000,1500,4,0.0529999999999999
8,0.1,1,0.1,0.8,30000,3000,3,0.053
8,0.1,1,0.1,0.9,10000,100,5,0.0550000000000002
8,0.1,1,0.1,0.9,10000,500,4,0.0499999999999998
8,0.1,1,0.1,0.9,10000,1500,4,0.0500000000000003
8,0.1,1,0.1,0.9,10000,3000,3,0.0489999999999999
8,0.1,1,0.1,0.9,30000,100,6,0.056
8,0.1,1,0.1,0.9,30000,500,5,0.196
8,0.1,1,0.1,0.9,30000,1500,4,0.132
8,0.1,1,0.1,0.9,30000,3000,4,0.108
8,0.1,5,0.01,0.8,10000,100,3,0.526
8,0.1,5,0.01,0.8,10000,500,2,0.405
8,0.1,5,0.01,0.8,10000,1500,2,0.425
8,0.1,5,0.01,0.8,10000,3000,2,0.396
8,0.1,5,0.01,0.8,30000,100,3,0.403
8,0.1,5,0.01,0.8,30000,500,2,0.397
8,0.1,5,0.01,0.8,30000,1500,2,0.382
8,0.1,5,0.01,0.8,30000,3000,2,0.379999999999999
8,0.1,5,0.01,0.9,10000,100,3,0.393
8,0.1,5,0.01,0.9,10000,500,3,0.395
8,0.1,5,0.01,0.9,10000,1500,2,0.377
8,0.1,5,0.01,0.9,10000,3000,2,0.39
8,0.1,5,0.01,0.9,30000,100,3,0.397
8,0.1,5,0.01,0.9,30000,500,3,0.39
8,0.1,5,0.01,0.9,30000,1500,3,0.394
8,0.1,5,0.01,0.9,30000,3000,2,0.395
8,0.1,5,0.05,0.8,10000,100,2,0.4
8,0.1,5,0.05,0.8,10000,500,2,0.392
8,0.1,5,0.05,0.8,10000,1500,2,0.39
8,0.1,5,0.05,0.8,10000,3000,1,0.00900000000000034
8,0.1,5,0.05,0.8,30000,100,2,0.411
8,0.1,5,0.05,0.8,30000,500,2,0.397
8,0.1,5,0.05,0.8,30000,1500,2,0.413
8,0.1,5,0.05,0.8,30000,3000,2,0.392
8,0.1,5,0.05,0.9,10000,100,3,0.377999999999999
8,0.1,5,0.05,0.9,10000,500,2,0.391
8,0.1,5,0.05,0.9,10000,1500,2,0.387
8,0.1,5,0.05,0.9,10000,3000,2,0.389999999999999
8,0.1,5,0.05,0.9,30000,100,3,0.399000000000001
8,0.1,5,0.05,0.9,30000,500,2,0.389999999999999
8,0.1,5,0.05,0.9,30000,1500,2,0.404
8,0.1,5,0.05,0.9,30000,3000,2,0.374000000000001
8,0.1,5,0.1,0.8,10000,100,2,0.380000000000001
8,0.1,5,0.1,0.8,10000,500,2,0.392999999999999
8,0.1,5,0.1,0.8,10000,1500,1,0.0120000000000005
8,0.1,5,0.1,0.8,10000,3000,1,0.00999999999999979
8,0.1,5,0.1,0.8,30000,100,2,0.391999999999999
8,0.1,5,0.1,0.8,30000,500,2,0.399000000000001
8,0.1,5,0.1,0.8,30000,1500,2,0.374000000000001
8,0.1,5,0.1,0.8,30000,3000,2,0.391
8,0.1,5,0.1,0.9,10000,100,2,0.399999999999999
8,0.1,5,0.1,0.9,10000,500,2,0.377000000000001
8,0.1,5,0.1,0.9,10000,1500,2,0.855
8,0.1,5,0.1,0.9,10000,3000,2,0.544
8,0.1,5,0.1,0.9,30000,100,3,0.432
8,0.1,5,0.1,0.9,30000,500,2,0.412
8,0.1,5,0.1,0.9,30000,1500,2,0.393
8,0.1,5,0.1,0.9,30000,3000,2,0.411
8,0.1,10,0.01,0.8,10000,100,2,1.412
8,0.1,10,0.01,0.8,10000,500,2,1.276
8,0.1,10,0.01,0.8,10000,1500,2,1.336
8,0.1,10,0.01,0.8,10000,3000,2,1.287
8,0.1,10,0.01,0.8,30000,100,2,1.325
8,0.1,10,0.01,0.8,30000,500,2,1.304
8,0.1,10,0.01,0.8,30000,1500,2,1.28
8,0.1,10,0.01,0.8,30000,3000,2,1.286
8,0.1,10,0.01,0.9,10000,100,2,1.294
8,0.1,10,0.01,0.9,10000,500,2,1.322
8,0.1,10,0.01,0.9,10000,1500,2,1.302
8,0.1,10,0.01,0.9,10000,3000,2,1.283
8,0.1,10,0.01,0.9,30000,100,3,1.306
8,0.1,10,0.01,0.9,30000,500,2,1.313
8,0.1,10,0.01,0.9,30000,1500,2,1.287
8,0.1,10,0.01,0.9,30000,3000,2,1.302
8,0.1,10,0.05,0.8,10000,100,2,1.284
8,0.1,10,0.05,0.8,10000,500,2,1.273
8,0.1,10,0.05,0.8,10000,1500,1,0.0249999999999986
8,0.1,10,0.05,0.8,10000,3000,1,0.0229999999999997
8,0.1,10,0.05,0.8,30000,100,2,1.277
8,0.1,10,0.05,0.8,30000,500,2,1.276
8,0.1,10,0.05,0.8,30000,1500,2,1.182
8,0.1,10,0.05,0.8,30000,3000,1,0.036999999999999
8,0.1,10,0.05,0.9,10000,100,2,1.224
8,0.1,10,0.05,0.9,10000,500,2,1.193
8,0.1,10,0.05,0.9,10000,1500,2,1.21
8,0.1,10,0.05,0.9,10000,3000,1,0.0220000000000056
8,0.1,10,0.05,0.9,30000,100,2,1.22499999999999
8,0.1,10,0.05,0.9,30000,500,2,1.19600000000001
8,0.1,10,0.05,0.9,30000,1500,2,1.226
8,0.1,10,0.05,0.9,30000,3000,2,1.213
8,0.1,10,0.1,0.8,10000,100,2,1.209
8,0.1,10,0.1,0.8,10000,500,1,0.0230000000000032
8,0.1,10,0.1,0.8,10000,1500,1,0.0219999999999985
8,0.1,10,0.1,0.8,10000,3000,1,0.0229999999999961
8,0.1,10,0.1,0.8,30000,100,2,1.22200000000001
8,0.1,10,0.1,0.8,30000,500,2,1.199
8,0.1,10,0.1,0.8,30000,1500,1,0.0220000000000056
8,0.1,10,0.1,0.8,30000,3000,1,0.133
8,0.1,10,0.1,0.9,10000,100,2,1.544
8,0.1,10,0.1,0.9,10000,500,2,1.203
8,0.1,10,0.1,0.9,10000,1500,1,0.0219999999999998
8,0.1,10,0.1,0.9,10000,3000,1,0.0220000000000002
8,0.1,10,0.1,0.9,30000,100,2,1.208
8,0.1,10,0.1,0.9,30000,500,2,1.188
8,0.1,10,0.1,0.9,30000,1500,2,1.189
8,0.1,10,0.1,0.9,30000,3000,2,1.204
8,0.1,20,0.01,0.8,10000,100,2,4.234
8,0.1,20,0.01,0.8,10000,500,2,3.982
8,0.1,20,0.01,0.8,10000,1500,2,3.761
8,0.1,20,0.01,0.8,10000,3000,1,0.0599999999999987
8,0.1,20,0.01,0.8,30000,100,2,3.973
8,0.1,20,0.01,0.8,30000,500,2,3.973
8,0.1,20,0.01,0.8,30000,1500,2,3.876
8,0.1,20,0.01,0.8,30000,3000,2,3.853
8,0.1,20,0.01,0.9,10000,100,2,3.923
8,0.1,20,0.01,0.9,10000,500,2,3.842
8,0.1,20,0.01,0.9,10000,1500,2,3.866
8,0.1,20,0.01,0.9,10000,3000,2,3.847
8,0.1,20,0.01,0.9,30000,100,2,3.911
8,0.1,20,0.01,0.9,30000,500,2,3.882
8,0.1,20,0.01,0.9,30000,1500,2,3.871
8,0.1,20,0.01,0.9,30000,3000,2,3.821
8,0.1,20,0.05,0.8,10000,100,2,3.857
8,0.1,20,0.05,0.8,10000,500,1,0.061000000000007
8,0.1,20,0.05,0.8,10000,1500,1,0.0630000000000024
8,0.1,20,0.05,0.8,10000,3000,1,0.0589999999999975
8,0.1,20,0.05,0.8,30000,100,2,3.79699999999999
8,0.1,20,0.05,0.8,30000,500,2,3.84200000000001
8,0.1,20,0.05,0.8,30000,1500,1,0.0599999999999881
8,0.1,20,0.05,0.8,30000,3000,1,0.061000000000007
8,0.1,20,0.05,0.9,10000,100,2,3.85
8,0.1,20,0.05,0.9,10000,500,2,3.832
8,0.1,20,0.05,0.9,10000,1500,1,0.0579999999999927
8,0.1,20,0.05,0.9,10000,3000,1,0.0600000000000023
8,0.1,20,0.05,0.9,30000,100,2,3.84799999999999
8,0.1,20,0.05,0.9,30000,500,2,3.81800000000001
8,0.1,20,0.05,0.9,30000,1500,2,3.866
8,0.1,20,0.05,0.9,30000,3000,2,3.82599999999999
8,0.1,20,0.1,0.8,10000,100,2,3.863
8,0.1,20,0.1,0.8,10000,500,1,0.0600000000000023
8,0.1,20,0.1,0.8,10000,1500,1,0.0630000000000024
8,0.1,20,0.1,0.8,10000,3000,1,0.0570000000000022
8,0.1,20,0.1,0.8,30000,100,2,4.911
8,0.1,20,0.1,0.8,30000,500,2,4.023
8,0.1,20,0.1,0.8,30000,1500,1,0.0629999999999988
8,0.1,20,0.1,0.8,30000,3000,1,0.0660000000000007
8,0.1,20,0.1,0.9,10000,100,2,4.017
8,0.1,20,0.1,0.9,10000,500,2,4.02
8,0.1,20,0.1,0.9,10000,1500,1,0.0599999999999987
8,0.1,20,0.1,0.9,10000,3000,1,0.0620000000000012
8,0.1,20,0.1,0.9,30000,100,2,3.883
8,0.1,20,0.1,0.9,30000,500,2,4.086
8,0.1,20,0.1,0.9,30000,1500,2,4.024
8,0.1,20,0.1,0.9,30000,3000,1,0.0640000000000001
8,0.1,40,0.01,0.8,10000,100,2,14.807
8,0.1,40,0.01,0.8,10000,500,2,13.736
8,0.1,40,0.01,0.8,10000,1500,1,0.201000000000001
8,0.1,40,0.01,0.8,10000,3000,1,0.181999999999995
8,0.1,40,0.01,0.8,30000,100,2,13.724
8,0.1,40,0.01,0.8,30000,500,2,13.718
8,0.1,40,0.01,0.8,30000,1500,2,13.67
8,0.1,40,0.01,0.8,30000,3000,1,0.184000000000012
8,0.1,40,0.01,0.9,10000,100,2,13.666
8,0.1,40,0.01,0.9,10000,500,2,13.602
8,0.1,40,0.01,0.9,10000,1500,2,13.668
8,0.1,40,0.01,0.9,10000,3000,1,0.178000000000026
8,0.1,40,0.01,0.9,30000,100,2,13.601
8,0.1,40,0.01,0.9,30000,500,2,13.583
8,0.1,40,0.01,0.9,30000,1500,2,14.042
8,0.1,40,0.01,0.9,30000,3000,2,13.698
8,0.1,40,0.05,0.8,10000,100,2,13.688
8,0.1,40,0.05,0.8,10000,500,1,0.186000000000007
8,0.1,40,0.05,0.8,10000,1500,1,0.180999999999983
8,0.1,40,0.05,0.8,10000,3000,1,0.183000000000021
8,0.1,40,0.05,0.8,30000,100,2,14.083
8,0.1,40,0.05,0.8,30000,500,2,13.529
8,0.1,40,0.05,0.8,30000,1500,1,0.177999999999997
8,0.1,40,0.05,0.8,30000,3000,1,0.181000000000012
8,0.1,40,0.05,0.9,10000,100,2,13.515
8,0.1,40,0.05,0.9,10000,500,2,13.904
8,0.1,40,0.05,0.9,10000,1500,1,0.267999999999972
8,0.1,40,0.05,0.9,10000,3000,1,0.244000000000028
8,0.1,40,0.05,0.9,30000,100,2,14.143
8,0.1,40,0.05,0.9,30000,500,2,13.513
8,0.1,40,0.05,0.9,30000,1500,2,13.498
8,0.1,40,0.05,0.9,30000,3000,1,0.180999999999983
8,0.1,40,0.1,0.8,10000,100,1,0.180000000000007
8,0.1,40,0.1,0.8,10000,500,1,0.487
8,0.1,40,0.1,0.8,10000,1500,1,0.344
8,0.1,40,0.1,0.8,10000,3000,1,0.325
8,0.1,40,0.1,0.8,30000,100,2,15.679
8,0.1,40,0.1,0.8,30000,500,1,0.190999999999999
8,0.1,40,0.1,0.8,30000,1500,1,0.193999999999999
8,0.1,40,0.1,0.8,30000,3000,1,0.190000000000001
8,0.1,40,0.1,0.9,10000,100,2,14.51
8,0.1,40,0.1,0.9,10000,500,1,0.206000000000003
8,0.1,40,0.1,0.9,10000,1500,1,0.189999999999998
8,0.1,40,0.1,0.9,10000,3000,1,0.195
8,0.1,40,0.1,0.9,30000,100,2,14.366
8,0.1,40,0.1,0.9,30000,500,2,13.758
8,0.1,40,0.1,0.9,30000,1500,1,0.184999999999995
8,0.1,40,0.1,0.9,30000,3000,1,0.181000000000004
8,0.5,1,0.01,0.8,10000,100,11,0.109999999999999
8,0.5,1,0.01,0.8,10000,500,9,0.0859999999999985
8,0.5,1,0.01,0.8,10000,1500,8,0.0850000000000009
8,0.5,1,0.01,0.8,10000,3000,7,0.0790000000000006
8,0.5,1,0.01,0.8,30000,100,12,0.109999999999999
8,0.5,1,0.01,0.8,30000,500,10,0.106999999999999
8,0.5,1,0.01,0.8,30000,1500,9,0.0859999999999985
8,0.5,1,0.01,0.8,30000,3000,8,0.0850000000000009
8,0.5,1,0.01,0.9,10000,100,13,0.109000000000002
8,0.5,1,0.01,0.9,10000,500,11,0.104999999999997
8,0.5,1,0.01,0.9,10000,1500,9,0.0859999999999985
8,0.5,1,0.01,0.9,10000,3000,8,0.0830000000000055
8,0.5,1,0.01,0.9,30000,100,14,0.117999999999995
8,0.5,1,0.01,0.9,30000,500,12,0.109000000000002
8,0.5,1,0.01,0.9,30000,1500,11,0.105000000000004
8,0.5,1,0.01,0.9,30000,3000,10,0.105999999999995
8,0.5,1,0.05,0.8,10000,100,9,0.0860000000000056
8,0.5,1,0.05,0.8,10000,500,8,0.0849999999999937
8,0.5,1,0.05,0.8,10000,1500,6,0.0800000000000054
8,0.5,1,0.05,0.8,10000,3000,5,0.0760000000000005
8,0.5,1,0.05,0.8,30000,100,10,0.105999999999995
8,0.5,1,0.05,0.8,30000,500,9,0.0850000000000009
8,0.5,1,0.05,0.8,30000,1500,8,0.0859999999999985
8,0.5,1,0.05,0.8,30000,3000,7,0.0790000000000006
8,0.5,1,0.05,0.9,10000,100,11,0.106000000000002
8,0.5,1,0.05,0.9,10000,500,9,0.0850000000000009
8,0.5,1,0.05,0.9,10000,1500,7,0.0829999999999984
8,0.5,1,0.05,0.9,10000,3000,6,0.0810000000000031
8,0.5,1,0.05,0.9,30000,100,12,0.109000000000002
8,0.5,1,0.05,0.9,30000,500,10,0.109999999999999
8,0.5,1,0.05,0.9,30000,1500,9,0.32
8,0.5,1,0.05,0.9,30000,3000,8,0.154
8,0.5,1,0.1,0.8,10000,100,8,0.177
8,0.5,1,0.1,0.8,10000,500,7,0.129
8,0.5,1,0.1,0.8,10000,1500,5,0.119
8,0.5,1,0.1,0.8,10000,3000,5,0.115
8,0.5,1,0.1,0.8,30000,100,10,0.167
8,0.5,1,0.1,0.8,30000,500,8,0.104
8,0.5,1,0.1,0.8,30000,1500,7,0.0869999999999997
8,0.5,1,0.1,0.8,30000,3000,6,0.0880000000000001
8,0.5,1,0.1,0.9,10000,100,10,0.109
8,0.5,1,0.1,0.9,10000,500,8,0.0870000000000002
